step,x,y,z
170,7,-18,0
171,7,-17,0
172,7,-17,0
173,7,-18,0
174,7,-17,0
175,6,-17,0
176,5,-17,0
177,5,-17,0
178,6,-19,0
179,8,-19,0
180,7,-18,0
181,6,-19,0
182,6,-21,0
183,4,-20,0
184,5,-19,0
185,6,-18,0
186,7,-19,0
187,5,-20,0
188,4,-20,0
189,4,-19,0
190,4,-19,0
191,4,-19,0
192,3,-18,0
193,2,-19,0
194,1,-18,0
195,0,-18,0
196,-1,-18,0
197,-2,-18,0
198,-3,-19,0
199,-4,-20,0
200,-6,-20,0
201,-7,-18,0
202,-7,-19,0
203,-9,-17,0
204,-8,-17,0
205,-9,-17,0
206,-7,-17,0
207,-6,-18,0
208,-5,-18,0
209,-5,-18,0
210,-5,-16,0
211,-4,-16,0
212,-3,-15,0
213,-4,-16,0
214,-5,-17,0
215,-6,-18,0
216,-6,-18,0
217,-6,-18,0
218,-6,-17,0
219,-7,-16,0
220,-6,-16,0
221,-7,-19,0
222,-6,-18,0
223,-6,-18,0
224,-5,-16,0
225,-5,-17,0
226,-3,-17,0
227,-3,-16,0
228,-5,-16,0
229,-4,-15,0
230,-4,-14,0
231,-4,-14,0
232,-5,-15,0
233,-4,-17,0
234,-2,-19,0
235,-1,-21,0
236,0,-22,0
237,2,-23,0
238,3,-23,0
239,3,-23,0
240,2,-22,0
241,1,-23,0
242,1,-23,0
243,2,-25,0
244,1,-26,0
245,0,-26,0
246,2,-26,0
247,1,-26,0
248,0,-26,0
249,0,-26,0
250,0,-26,0
251,2,-26,0
252,2,-26,0
253,2,-25,0
254,3,-25,0
255,3,-26,0
256,4,-27,0
257,4,-26,0
258,3,-26,0
259,2,-27,0
260,2,-29,0
261,4,-29,0
262,5,-27,0
263,6,-25,0
264,7,-27,0
265,7,-26,0
266,8,-27,0
267,8,-29,0
268,7,-30,0
269,7,-29,0
270,8,-29,0
271,8,-29,0
272,9,-28,0
273,11,-28,0
274,11,-27,0
275,12,-28,0
276,14,-28,0
277,15,-27,0
278,14,-27,0
279,14,-27,0
280,15,-29,0
281,13,-27,0
282,13,-28,0
283,13,-29,0
284,12,-29,0
285,12,-28,0
286,14,-29,0
287,13,-30,0
288,13,-30,0
289,14,-29,0
290,14,-28,0
291,13,-29,0
292,13,-28,0
293,11,-27,0
294,13,-28,0
295,13,-27,0
296,15,-26,0
297,13,-24,0
298,11,-25,0
299,11,-26,0
300,9,-26,0
301,8,-28,0
302,9,-27,0
303,9,-25,0
304,10,-24,0
305,10,-24,0
306,9,-23,0
307,9,-21,0
308,8,-21,0
309,6,-22,0
310,9,-22,0
311,12,-23,0
312,12,-22,0
313,12,-22,0
314,13,-20,0
315,13,-19,0
316,13,-19,0
317,12,-19,0
318,10,-18,0
319,10,-18,0
320,12,-17,0
321,13,-16,0
322,13,-17,0
323,13,-17,0
324,13,-17,0
325,14,-17,0
326,13,-18,0
327,14,-20,0
328,15,-21,0
329,16,-21,0
330,15,-21,0
331,12,-23,0
332,13,-23,0
333,11,-23,0
334,10,-22,0
335,9,-23,0
336,8,-23,0
337,8,-23,0
338,8,-22,0
339,8,-23,0
340,7,-24,0
341,5,-25,0
342,6,-26,0
343,5,-24,0
344,5,-23,0
345,6,-25,0
346,8,-25,0
347,11,-27,0
348,11,-25,0
349,10,-25,0
350,10,-25,0
351,10,-24,0
352,10,-23,0
353,11,-23,0
354,11,-25,0
355,10,-25,0
356,11,-27,0
357,11,-26,0
358,11,-24,0
359,11,-23,0
360,10,-23,0
361,10,-24,0
362,11,-23,0
363,12,-23,0
364,12,-22,0
365,13,-23,0
366,14,-23,0
367,13,-22,0
368,13,-21,0
369,13,-21,0
370,13,-21,0
371,13,-22,0
372,10,-20,0
373,11,-19,0
374,11,-20,0
375,13,-21,0
376,14,-20,0
377,15,-20,0
378,16,-20,0
379,15,-20,0
380,15,-18,0
381,14,-19,0
382,15,-20,0
383,17,-20,0
384,17,-19,0
385,17,-18,0
386,16,-20,0
387,16,-20,0
388,16,-19,0
389,18,-18,0
390,19,-18,0
391,19,-20,0
392,19,-21,0
393,19,-21,0
394,21,-21,0
395,20,-22,0
396,19,-20,0
397,21,-21,0
398,20,-20,0
399,22,-20,0
400,23,-19,0
401,24,-18,0
402,24,-18,0
403,25,-18,0
404,25,-18,0
405,25,-18,0
406,28,-19,0
407,28,-20,0
408,29,-21,0
409,28,-21,0
410,29,-20,0
411,28,-20,0
412,28,-18,0
413,29,-19,0
414,32,-20,0
415,33,-20,0
416,32,-22,0
417,32,-21,0
418,32,-19,0
419,34,-19,0
420,34,-18,0
421,32,-19,0
422,31,-19,0
423,30,-16,0
424,28,-17,0
425,27,-17,0
426,27,-15,0
427,27,-15,0
428,27,-14,0
429,29,-13,0
430,29,-13,0
431,29,-14,0
432,27,-13,0
433,27,-12,0
434,26,-12,0
435,27,-12,0
436,26,-12,0
437,27,-12,0
438,28,-13,0
439,28,-10,0
440,28,-12,0
441,31,-14,0
442,30,-12,0
443,29,-14,0
444,27,-14,0
445,27,-14,0
446,27,-14,0
447,26,-15,0
448,25,-15,0
449,25,-14,0
450,26,-12,0
451,26,-11,0
452,28,-11,0
453,29,-11,0
454,29,-11,0
455,28,-12,0
456,29,-13,0
457,29,-12,0
458,29,-12,0
459,30,-13,0
460,28,-12,0
461,27,-12,0
462,26,-12,0
463,26,-12,0
464,27,-12,0
465,26,-11,0
466,26,-12,0
467,25,-12,0
468,27,-12,0
469,29,-13,0
470,31,-12,0
471,31,-13,0
472,32,-13,0
473,33,-14,0
474,33,-13,0
475,33,-12,0
476,33,-11,0
477,34,-12,0
478,34,-12,0
479,36,-12,0
480,35,-13,0
481,36,-12,0
482,36,-12,0
483,38,-11,0
484,36,-8,0
485,36,-8,0
486,34,-6,0
487,34,-5,0
488,36,-3,0
489,34,-3,0
490,34,-4,0
491,35,-5,0
492,37,-6,0
493,37,-4,0
494,37,-4,0
495,38,-3,0
496,38,-3,0
497,38,-4,0
498,37,-4,0
499,37,-4,0
500,36,-5,0
501,35,-5,0
502,36,-5,0
503,35,-4,0
504,35,-4,0
505,36,-2,0
506,37,-4,0
507,38,-3,0
508,40,-3,0
509,42,-2,0
510,42,-1,0
511,42,-2,0
512,41,-2,0
513,43,-1,0
514,45,-1,0
515,46,-3,0
516,46,-1,0
517,47,-1,0
518,45,0,0
519,45,-1,0
520,45,-2,0
521,45,-3,0
522,45,-3,0
523,46,-3,0
524,47,-3,0
525,48,-2,0
526,48,1,0
527,48,4,0
528,48,4,0
529,50,6,0
530,51,7,0
531,49,6,0
532,49,7,0
533,48,8,0
534,46,10,0
535,47,9,0
536,47,6,0
537,46,6,0
538,45,6,0
539,47,8,0
540,47,7,0
541,48,6,0
542,48,7,0
543,48,7,0
544,50,5,0
545,49,4,0
546,50,4,0
547,48,3,0
548,48,2,0
549,47,4,0
550,45,3,0
551,46,1,0
552,46,2,0
553,48,2,0
554,49,2,0
555,49,1,0
556,50,0,0
557,49,0,0
558,51,-1,0
559,51,1,0
560,51,1,0
561,49,1,0
562,47,1,0
563,48,0,0
564,47,1,0
565,46,1,0
566,46,1,0
567,45,2,0
568,46,2,0
569,46,2,0
570,47,2,0
571,49,3,0
572,49,2,0
573,50,0,0
574,50,0,0
575,50,-1,0
576,51,0,0
577,52,0,0
578,52,1,0
579,51,0,0
580,52,-1,0
581,54,0,0
582,55,-2,0
583,56,0,0
584,58,-2,0
585,58,-2,0
586,57,-2,0
587,59,-2,0
588,59,-1,0
589,58,-1,0
590,56,-1,0
591,54,0,0
592,55,1,0
593,55,2,0
594,55,3,0
595,57,2,0
596,56,2,0
597,56,2,0
598,58,2,0
599,58,3,0
600,59,5,0
601,59,5,0
602,59,5,0
603,60,5,0
604,61,4,0
605,60,5,0
