step,x,y,z
609,-14,-1,0
610,-13,-1,0
611,-13,0,0
612,-13,-1,0
613,-13,-1,0
614,-13,-2,0
615,-13,-3,0
616,-12,-3,0
617,-12,-3,0
618,-12,-3,0
619,-12,-2,0
620,-12,-1,0
621,-12,0,0
622,-12,1,0
623,-11,1,0
624,-11,1,0
625,-11,2,0
626,-11,1,0
627,-11,0,0
628,-11,1,0
629,-11,1,0
630,-11,1,0
631,-11,0,0
632,-12,0,0
633,-12,-1,0
634,-12,-1,0
635,-13,-1,0
636,-13,0,0
637,-13,-1,0
638,-13,0,0
639,-12,0,0
640,-12,0,0
641,-12,-1,0
642,-12,-2,0
643,-12,-2,0
644,-12,-2,0
645,-12,-2,0
646,-11,-2,0
647,-11,-2,0
648,-11,-3,0
649,-11,-3,0
650,-11,-2,0
651,-12,-2,0
652,-12,-1,0
653,-11,-1,0
654,-11,-1,0
655,-11,-1,0
656,-11,-2,0
657,-10,-2,0
658,-10,-1,0
659,-10,-2,0
660,-10,-1,0
661,-9,-1,0
662,-8,-1,0
663,-8,-1,0
664,-8,0,0
665,-8,1,0
666,-9,1,0
667,-9,1,0
668,-9,1,0
669,-9,2,0
670,-9,2,0
671,-9,2,0
672,-8,2,0
673,-8,3,0
674,-8,4,0
675,-8,5,0
676,-8,6,0
677,-8,7,0
678,-8,7,0
679,-8,6,0
680,-9,6,0
681,-9,6,0
682,-9,6,0
683,-8,6,0
684,-9,6,0
685,-9,6,0
686,-9,5,0
687,-9,4,0
688,-9,4,0
689,-9,3,0
690,-9,3,0
691,-9,3,0
692,-10,3,0
693,-10,4,0
694,-10,4,0
695,-10,4,0
696,-10,3,0
697,-11,3,0
698,-11,3,0
699,-11,3,0
700,-11,3,0
701,-11,2,0
702,-11,3,0
703,-11,4,0
704,-11,4,0
705,-11,4,0
706,-11,4,0
707,-11,3,0
708,-11,2,0
709,-11,2,0
710,-12,2,0
711,-12,2,0
712,-12,3,0
713,-12,4,0
714,-12,5,0
715,-12,4,0
716,-12,3,0
717,-12,3,0
718,-12,2,0
719,-12,1,0
720,-12,1,0
721,-12,1,0
722,-12,2,0
723,-12,3,0
724,-12,4,0
725,-12,3,0
726,-12,4,0
727,-13,4,0
728,-12,4,0
729,-12,4,0
730,-12,5,0
731,-12,5,0
732,-12,4,0
733,-12,4,0
734,-11,4,0
735,-10,4,0
736,-10,4,0
737,-11,4,0
738,-11,4,0
739,-11,4,0
740,-11,3,0
741,-11,2,0
742,-11,1,0
743,-11,0,0
744,-11,0,0
745,-11,1,0
746,-10,1,0
747,-10,0,0
748,-10,0,0
749,-10,0,0
750,-11,0,0
751,-10,0,0
752,-10,-1,0
753,-10,-1,0
754,-10,0,0
755,-10,1,0
756,-10,2,0
757,-11,2,0
758,-11,3,0
759,-11,3,0
760,-11,2,0
761,-11,1,0
762,-10,1,0
763,-10,0,0
764,-10,0,0
765,-10,0,0
766,-11,0,0
767,-11,0,0
768,-11,0,0
769,-11,1,0
770,-11,2,0
771,-11,3,0
772,-11,4,0
773,-11,5,0
774,-12,5,0
775,-12,6,0
776,-12,7,0
777,-12,7,0
778,-12,7,0
779,-13,7,0
780,-13,8,0
781,-14,8,0
782,-14,9,0
783,-14,10,0
784,-14,11,0
785,-13,11,0
786,-14,11,0
787,-14,11,0
788,-14,10,0
789,-14,9,0
790,-14,9,0
791,-14,9,0
792,-13,9,0
793,-13,9,0
794,-13,10,0
795,-14,10,0
796,-14,10,0
797,-13,10,0
798,-13,10,0
799,-13,10,0
800,-13,9,0
801,-13,8,0
802,-13,9,0
803,-13,9,0
804,-13,8,0
805,-12,8,0
806,-12,7,0
807,-12,6,0
808,-13,6,0
809,-13,6,0
810,-13,6,0
811,-13,5,0
812,-13,4,0
813,-13,4,0
814,-14,4,0
815,-15,4,0
816,-15,5,0
817,-15,4,0
818,-15,3,0
819,-15,3,0
820,-14,3,0
821,-14,4,0
822,-14,3,0
823,-14,2,0
824,-13,2,0
825,-13,3,0
826,-13,2,0
827,-14,2,0
828,-14,2,0
829,-14,2,0
830,-14,2,0
831,-14,1,0
832,-14,2,0
833,-14,1,0
834,-14,1,0
835,-13,1,0
836,-13,0,0
837,-13,0,0
838,-13,-1,0
839,-13,-1,0
840,-13,-1,0
841,-13,-1,0
842,-13,0,0
843,-13,0,0
844,-13,-1,0
845,-14,-1,0
846,-14,-1,0
847,-14,-1,0
848,-15,-1,0
849,-14,-1,0
850,-14,-2,0
851,-15,-2,0
852,-15,-2,0
853,-15,-1,0
854,-15,-2,0
855,-14,-2,0
856,-14,-1,0
857,-14,0,0
858,-14,0,0
859,-14,0,0
860,-14,-1,0
861,-14,-2,0
862,-14,-2,0
863,-14,-2,0
864,-14,-1,0
865,-14,0,0
866,-14,1,0
867,-14,0,0
868,-14,0,0
869,-15,0,0
870,-14,0,0
871,-14,-1,0
872,-15,-1,0
873,-15,-2,0
874,-15,-1,0
875,-15,-1,0
876,-16,-1,0
877,-17,-1,0
878,-17,-2,0
879,-16,-2,0
880,-16,-2,0
881,-16,-1,0
882,-16,-1,0
883,-15,-1,0
884,-15,-1,0
885,-15,-2,0
886,-15,-1,0
887,-15,-2,0
888,-15,-1,0
889,-15,-2,0
890,-15,-1,0
891,-15,-2,0
892,-15,-2,0
893,-15,-2,0
894,-15,-2,0
895,-15,-2,0
896,-14,-2,0
897,-14,-3,0
898,-14,-3,0
899,-14,-2,0
900,-14,-2,0
901,-14,-2,0
902,-14,-3,0
903,-14,-3,0
904,-14,-3,0
905,-14,-3,0
906,-15,-3,0
907,-14,-3,0
908,-14,-2,0
909,-14,-1,0
910,-14,-1,0
911,-13,-1,0
912,-12,-1,0
913,-12,0,0
914,-12,0,0
915,-12,0,0
916,-12,-1,0
917,-13,-1,0
918,-13,0,0
919,-12,0,0
920,-12,-1,0
921,-12,-1,0
922,-12,-1,0
923,-12,0,0
924,-11,0,0
925,-11,0,0
926,-11,-1,0
927,-12,-1,0
928,-12,-1,0
929,-13,-1,0
930,-13,0,0
931,-14,0,0
932,-14,0,0
933,-14,0,0
934,-14,1,0
935,-14,0,0
936,-14,1,0
937,-14,1,0
938,-14,0,0
939,-14,-1,0
940,-13,-1,0
941,-13,-1,0
942,-12,-1,0
943,-12,-2,0
944,-12,-1,0
945,-12,0,0
946,-12,0,0
947,-12,1,0
948,-12,1,0
949,-12,1,0
950,-12,2,0
951,-12,2,0
952,-12,1,0
953,-12,2,0
954,-12,1,0
955,-12,1,0
956,-12,1,0
957,-12,2,0
958,-12,2,0
959,-13,2,0
960,-13,1,0
961,-13,0,0
962,-13,0,0
963,-14,0,0
964,-14,-1,0
965,-14,0,0
966,-14,0,0
967,-14,0,0
968,-14,-1,0
969,-14,-2,0
970,-14,-3,0
971,-14,-3,0
972,-14,-4,0
973,-14,-4,0
974,-14,-4,0
975,-14,-3,0
976,-14,-3,0
977,-14,-3,0
978,-14,-3,0
979,-14,-2,0
980,-14,-1,0
981,-14,0,0
982,-14,0,0
983,-14,0,0
984,-14,1,0
985,-15,1,0
986,-15,1,0
987,-15,1,0
988,-14,1,0
989,-13,1,0
990,-13,1,0
991,-13,1,0
992,-13,2,0
993,-12,2,0
994,-12,2,0
995,-12,3,0
996,-12,3,0
997,-13,3,0
998,-13,2,0
999,-13,2,0
1000,-12,2,0
1001,-12,1,0
1002,-12,2,0
1003,-12,3,0
1004,-12,3,0
1005,-12,3,0
1006,-12,3,0
1007,-12,2,0
1008,-11,2,0
1009,-11,3,0
1010,-12,3,0
1011,-12,3,0
1012,-11,3,0
1013,-11,4,0
1014,-11,4,0
1015,-11,5,0
1016,-11,4,0
1017,-11,4,0
1018,-11,3,0
1019,-12,3,0
1020,-12,2,0
1021,-12,2,0
1022,-12,2,0
1023,-12,3,0
1024,-12,4,0
1025,-12,4,0
1026,-12,3,0
1027,-13,3,0
1028,-13,2,0
1029,-14,2,0
1030,-14,2,0
1031,-14,3,0
1032,-14,3,0
1033,-14,3,0
1034,-15,3,0
1035,-15,3,0
1036,-15,2,0
1037,-15,2,0
1038,-15,3,0
1039,-15,4,0
1040,-15,4,0
1041,-15,4,0
1042,-15,5,0
1043,-15,4,0
1044,-15,5,0
1045,-15,4,0
1046,-16,4,0
1047,-16,5,0
1048,-15,5,0
1049,-15,5,0
1050,-15,5,0
1051,-15,5,0
1052,-15,5,0
1053,-15,4,0
1054,-15,3,0
1055,-16,3,0
1056,-16,3,0
1057,-16,4,0
1058,-16,5,0
1059,-16,4,0
1060,-16,3,0
1061,-15,3,0
1062,-15,4,0
1063,-15,4,0
1064,-15,4,0
1065,-15,5,0
1066,-15,5,0
1067,-15,4,0
1068,-14,4,0
1069,-14,3,0
1070,-14,4,0
1071,-14,3,0
1072,-14,4,0
1073,-14,4,0
1074,-14,4,0
1075,-13,4,0
1076,-13,4,0
1077,-13,4,0
1078,-13,3,0
1079,-12,3,0
1080,-11,3,0
1081,-11,4,0
1082,-11,5,0
1083,-11,4,0
1084,-11,4,0
1085,-11,4,0
1086,-11,3,0
1087,-12,3,0
1088,-12,2,0
1089,-12,2,0
1090,-12,2,0
1091,-12,3,0
1092,-12,3,0
1093,-12,3,0
1094,-12,3,0
1095,-12,2,0
1096,-12,3,0
1097,-12,4,0
1098,-12,4,0
1099,-12,3,0
1100,-11,3,0
1101,-11,2,0
1102,-11,1,0
1103,-11,1,0
1104,-11,1,0
1105,-11,2,0
1106,-11,1,0
1107,-11,0,0
1108,-11,-1,0
1109,-11,-2,0
1110,-12,-2,0
1111,-12,-2,0
1112,-12,-2,0
1113,-12,-2,0
1114,-12,-2,0
1115,-12,-2,0
1116,-12,-3,0
1117,-11,-3,0
1118,-11,-2,0
1119,-11,-2,0
1120,-11,-1,0
1121,-11,-2,0
1122,-12,-2,0
1123,-12,-1,0
1124,-13,-1,0
1125,-14,-1,0
1126,-14,-2,0
1127,-14,-3,0
1128,-14,-3,0
1129,-14,-2,0
1130,-14,-2,0
1131,-14,-2,0
1132,-14,-2,0
1133,-14,-1,0
1134,-14,-1,0
1135,-14,-1,0
1136,-14,-2,0
1137,-14,-3,0
1138,-14,-3,0
1139,-14,-2,0
1140,-13,-2,0
1141,-13,-2,0
1142,-13,-2,0
1143,-12,-2,0
1144,-12,-3,0
1145,-11,-3,0
1146,-10,-3,0
1147,-10,-2,0
1148,-10,-1,0
1149,-9,-1,0
1150,-9,-2,0
1151,-9,-1,0
1152,-9,-1,0
1153,-9,-2,0
1154,-9,-1,0
1155,-9,0,0
1156,-9,0,0
1157,-9,0,0
1158,-9,-1,0
1159,-9,-1,0
1160,-9,-1,0
1161,-8,-1,0
1162,-8,-1,0
1163,-9,-1,0
1164,-8,-1,0
1165,-9,-1,0
1166,-9,-2,0
1167,-9,-2,0
1168,-9,-2,0
1169,-9,-3,0
1170,-9,-2,0
1171,-10,-2,0
1172,-10,-2,0
1173,-10,-3,0
1174,-10,-4,0
1175,-10,-5,0
1176,-10,-5,0
1177,-10,-6,0
1178,-10,-6,0
1179,-10,-6,0
1180,-11,-6,0
1181,-11,-5,0
1182,-11,-5,0
1183,-11,-5,0
1184,-11,-5,0
1185,-11,-4,0
1186,-11,-5,0
1187,-12,-5,0
1188,-12,-5,0
1189,-12,-4,0
1190,-12,-5,0
1191,-12,-6,0
1192,-11,-6,0
1193,-10,-6,0
1194,-10,-7,0
1195,-10,-8,0
1196,-10,-9,0
1197,-10,-10,0
1198,-10,-9,0
1199,-11,-9,0
1200,-11,-8,0
1201,-11,-8,0
1202,-11,-7,0
1203,-11,-8,0
1204,-10,-8,0
1205,-10,-7,0
1206,-10,-7,0
1207,-10,-6,0
1208,-10,-6,0
1209,-10,-7,0
1210,-11,-7,0
1211,-11,-6,0
1212,-11,-7,0
1213,-12,-7,0
1214,-12,-7,0
1215,-12,-6,0
1216,-12,-6,0
1217,-12,-5,0
1218,-12,-6,0
1219,-12,-5,0
1220,-12,-5,0
1221,-12,-4,0
1222,-12,-4,0
1223,-12,-3,0
1224,-12,-2,0
1225,-12,-2,0
1226,-12,-3,0
1227,-12,-4,0
1228,-11,-4,0
1229,-11,-3,0
1230,-11,-3,0
1231,-11,-4,0
1232,-12,-4,0
1233,-12,-4,0
1234,-12,-3,0
1235,-12,-3,0
1236,-12,-4,0
1237,-12,-4,0
1238,-12,-4,0
1239,-12,-4,0
1240,-13,-4,0
1241,-13,-4,0
1242,-13,-5,0
1243,-13,-6,0
1244,-13,-6,0
1245,-13,-6,0
1246,-13,-7,0
1247,-13,-6,0
1248,-13,-7,0
1249,-13,-6,0
1250,-13,-6,0
1251,-13,-6,0
1252,-13,-5,0
1253,-13,-4,0
1254,-13,-3,0
1255,-13,-3,0
1256,-13,-3,0
1257,-14,-3,0
1258,-14,-3,0
1259,-14,-4,0
1260,-14,-4,0
1261,-14,-4,0
1262,-14,-4,0
1263,-13,-4,0
1264,-13,-5,0
1265,-14,-5,0
1266,-14,-5,0
1267,-14,-5,0
1268,-14,-5,0
1269,-14,-5,0
1270,-14,-6,0
1271,-14,-7,0
1272,-14,-7,0
1273,-14,-6,0
1274,-14,-7,0
1275,-14,-7,0
1276,-14,-8,0
1277,-13,-8,0
1278,-13,-8,0
1279,-13,-9,0
1280,-13,-9,0
1281,-13,-9,0
1282,-13,-8,0
1283,-13,-9,0
1284,-13,-9,0
1285,-13,-10,0
1286,-13,-10,0
1287,-13,-9,0
1288,-13,-9,0
1289,-12,-9,0
1290,-11,-9,0
1291,-11,-8,0
1292,-11,-8,0
1293,-11,-8,0
1294,-11,-7,0
1295,-11,-8,0
1296,-10,-8,0
1297,-10,-7,0
1298,-11,-7,0
1299,-12,-7,0
1300,-12,-7,0
1301,-12,-6,0
1302,-13,-6,0
1303,-14,-6,0
1304,-14,-5,0
1305,-14,-5,0
1306,-14,-5,0
1307,-15,-5,0
1308,-15,-5,0
1309,-15,-4,0
1310,-14,-4,0
1311,-14,-4,0
1312,-15,-4,0
1313,-15,-4,0
1314,-15,-4,0
1315,-15,-4,0
1316,-15,-3,0
1317,-15,-3,0
1318,-15,-2,0
1319,-15,-2,0
1320,-15,-2,0
1321,-16,-2,0
1322,-16,-3,0
1323,-16,-3,0
1324,-16,-4,0
1325,-16,-5,0
1326,-16,-6,0
1327,-16,-7,0
1328,-17,-7,0
1329,-16,-7,0
1330,-16,-6,0
1331,-16,-6,0
1332,-16,-6,0
1333,-16,-5,0
1334,-16,-6,0
1335,-16,-6,0
1336,-16,-7,0
1337,-16,-8,0
1338,-16,-9,0
1339,-16,-10,0
1340,-16,-11,0
1341,-16,-12,0
1342,-16,-12,0
1343,-16,-12,0
1344,-16,-11,0
1345,-16,-11,0
1346,-16,-11,0
1347,-16,-10,0
1348,-16,-9,0
1349,-16,-8,0
1350,-16,-9,0
1351,-17,-9,0
1352,-17,-10,0
1353,-16,-10,0
1354,-16,-11,0
1355,-15,-11,0
1356,-15,-12,0
1357,-15,-12,0
1358,-15,-12,0
1359,-14,-12,0
1360,-13,-12,0
1361,-12,-12,0
1362,-12,-12,0
1363,-12,-13,0
1364,-12,-13,0
1365,-12,-13,0
1366,-13,-13,0
1367,-14,-13,0
1368,-14,-13,0
1369,-14,-13,0
1370,-15,-13,0
1371,-15,-13,0
1372,-15,-14,0
1373,-15,-14,0
1374,-15,-14,0
1375,-15,-14,0
1376,-15,-15,0
1377,-15,-15,0
1378,-15,-16,0
1379,-15,-15,0
1380,-15,-14,0
1381,-15,-13,0
1382,-15,-13,0
1383,-16,-13,0
1384,-16,-12,0
1385,-16,-12,0
1386,-16,-12,0
1387,-16,-12,0
1388,-16,-11,0
1389,-16,-12,0
1390,-16,-11,0
1391,-16,-11,0
1392,-15,-11,0
1393,-15,-12,0
1394,-15,-12,0
1395,-15,-13,0
1396,-15,-14,0
1397,-15,-14,0
1398,-15,-13,0
1399,-14,-13,0
1400,-14,-13,0
1401,-15,-13,0
1402,-15,-14,0
1403,-15,-14,0
1404,-15,-15,0
1405,-15,-14,0
1406,-15,-14,0
1407,-14,-14,0
1408,-13,-14,0
1409,-13,-14,0
1410,-14,-14,0
1411,-14,-15,0
1412,-13,-15,0
1413,-13,-14,0
1414,-14,-14,0
1415,-14,-13,0
1416,-15,-13,0
1417,-15,-12,0
1418,-15,-12,0
1419,-15,-13,0
1420,-16,-13,0
1421,-16,-13,0
1422,-16,-12,0
1423,-16,-12,0
1424,-16,-12,0
1425,-15,-12,0
1426,-15,-12,0
1427,-15,-13,0
1428,-15,-13,0
1429,-15,-13,0
1430,-15,-13,0
1431,-15,-13,0
1432,-15,-14,0
1433,-15,-15,0
1434,-15,-14,0
1435,-14,-14,0
1436,-14,-14,0
1437,-15,-14,0
1438,-15,-13,0
1439,-15,-13,0
1440,-15,-12,0
1441,-15,-13,0
1442,-15,-14,0
1443,-15,-13,0
1444,-15,-13,0
1445,-15,-13,0
1446,-15,-14,0
1447,-15,-13,0
1448,-16,-13,0
1449,-16,-12,0
1450,-16,-12,0
