step,x,y,z
216,6,3,2
217,6,3,2
218,6,3,2
219,6,3,1
220,6,3,2
221,6,4,2
222,6,3,2
223,6,2,2
224,6,3,2
225,6,3,1
226,5,3,1
227,5,3,1
228,6,3,1
229,6,3,1
230,6,2,1
231,5,2,1
232,4,2,1
233,4,2,2
234,4,2,2
235,5,2,2
236,5,2,2
237,5,2,1
238,5,1,1
239,5,1,1
240,6,1,1
241,6,1,1
242,6,1,1
243,6,1,1
244,6,0,1
245,6,0,0
246,6,0,0
247,7,0,0
248,7,0,0
249,7,-1,0
250,7,0,0
251,7,0,0
252,7,0,0
253,6,0,0
254,7,0,0
255,7,-1,0
256,7,-1,0
257,7,-1,-1
258,6,-1,-1
259,6,-1,0
260,7,-1,0
261,6,-1,0
262,6,0,0
263,5,0,0
264,5,0,0
265,5,-1,0
266,5,-1,0
267,5,-1,1
268,5,-1,1
269,5,-1,1
270,5,-1,1
271,5,-1,1
272,5,-1,0
273,5,-1,0
274,5,-1,0
275,6,-1,0
276,5,-1,0
277,4,-1,0
278,4,-1,0
279,3,-1,0
280,3,-1,-1
281,3,-1,-1
282,4,-1,-1
283,4,-1,-1
284,3,-1,-1
285,3,-1,-2
286,3,-1,-3
287,3,-1,-4
288,3,-2,-4
289,3,-2,-4
290,3,-2,-4
291,4,-2,-4
292,4,-2,-5
293,3,-2,-5
294,3,-2,-6
295,3,-2,-6
296,3,-2,-5
297,3,-1,-5
298,2,-1,-5
299,2,-1,-6
300,2,-1,-7
301,3,-1,-7
302,4,-1,-7
303,3,-1,-7
304,3,-1,-7
305,3,-1,-7
306,3,-1,-7
307,4,-1,-7
308,4,-1,-8
309,4,-1,-7
310,4,0,-7
311,4,0,-7
312,4,-1,-7
313,4,-1,-7
314,4,-1,-7
315,4,-1,-7
316,4,-1,-7
317,4,-1,-7
318,4,-2,-7
319,3,-2,-7
320,3,-1,-7
321,2,-1,-7
322,2,-2,-7
323,2,-2,-6
324,1,-2,-6
325,1,-1,-6
326,1,-1,-7
327,1,0,-7
328,1,0,-7
329,1,1,-7
330,1,1,-7
331,1,1,-8
332,1,1,-8
333,1,1,-8
334,2,1,-8
335,3,1,-8
336,4,1,-8
337,4,1,-8
338,5,1,-8
339,4,1,-8
340,4,1,-8
341,4,1,-8
342,4,0,-8
343,3,0,-8
344,3,0,-9
345,3,-1,-9
346,3,-1,-10
347,3,-1,-9
348,3,-1,-9
349,3,-1,-10
350,3,-1,-10
351,3,-1,-9
352,2,-1,-9
353,2,-1,-9
354,2,-1,-8
355,3,-1,-8
356,3,-1,-8
357,3,-1,-8
358,3,-1,-8
359,3,-2,-8
360,4,-2,-8
361,4,-1,-8
362,3,-1,-8
363,2,-1,-8
364,1,-1,-8
365,1,-1,-8
366,1,-1,-9
367,1,-1,-9
368,1,-1,-10
369,1,-1,-11
370,1,-1,-11
371,1,-1,-11
372,1,-1,-12
373,2,-1,-12
374,2,-1,-12
375,2,-1,-12
376,2,-1,-13
377,2,-1,-14
378,2,0,-14
379,2,0,-14
380,2,0,-13
381,1,0,-13
382,1,0,-13
383,2,0,-13
384,2,0,-14
385,3,0,-14
386,3,-1,-14
387,4,-1,-14
388,4,-1,-14
389,4,-1,-15
390,4,-1,-16
391,3,-1,-16
392,3,-1,-16
393,3,-1,-17
394,3,-1,-17
395,3,-1,-17
396,4,-1,-17
397,3,-1,-17
398,3,-2,-17
399,3,-2,-17
400,3,-2,-16
401,3,-2,-16
402,3,-2,-16
403,3,-1,-16
404,3,-1,-16
405,3,-1,-16
406,3,-1,-16
407,3,0,-16
408,2,0,-16
409,2,0,-15
410,2,0,-14
411,1,0,-14
412,1,0,-14
413,1,0,-13
414,1,0,-13
415,1,0,-13
416,1,0,-13
417,1,0,-13
418,1,0,-12
419,1,0,-11
420,1,-1,-11
421,1,-2,-11
422,1,-2,-11
423,1,-2,-11
424,1,-2,-12
425,0,-2,-12
426,0,-3,-12
427,0,-4,-12
428,0,-4,-12
429,0,-5,-12
430,0,-6,-12
431,0,-5,-12
432,0,-5,-11
433,0,-5,-10
434,1,-5,-10
435,1,-5,-9
436,1,-5,-9
437,2,-5,-9
438,2,-5,-8
439,2,-5,-8
440,2,-5,-8
441,2,-5,-7
442,1,-5,-7
443,1,-5,-7
444,1,-5,-7
445,1,-5,-7
446,0,-5,-7
447,0,-5,-7
448,0,-5,-7
449,0,-5,-7
450,0,-6,-7
451,0,-6,-8
452,0,-7,-8
453,0,-7,-9
454,0,-6,-9
455,0,-5,-9
456,0,-5,-10
457,0,-5,-10
458,-1,-5,-10
459,-1,-5,-11
460,-1,-5,-10
461,-1,-5,-10
462,-1,-5,-10
463,-1,-5,-10
464,-1,-6,-10
465,-1,-6,-10
466,-1,-6,-9
467,-1,-6,-8
468,-1,-6,-7
469,-1,-5,-7
470,-1,-5,-8
471,-1,-5,-8
472,-1,-4,-8
473,-1,-4,-7
474,0,-4,-7
475,0,-4,-7
476,0,-4,-8
477,1,-4,-8
478,1,-4,-8
479,1,-5,-8
480,0,-5,-8
481,0,-5,-8
482,0,-5,-9
483,0,-5,-9
484,0,-5,-8
485,0,-5,-8
486,0,-5,-9
487,0,-5,-9
488,-1,-5,-9
489,-1,-5,-9
490,-1,-4,-9
491,-1,-4,-10
492,-1,-5,-10
493,-2,-5,-10
494,-2,-5,-10
495,-2,-5,-10
496,-2,-4,-10
497,-2,-3,-10
498,-2,-3,-10
499,-2,-2,-10
500,-2,-2,-11
501,-2,-2,-10
502,-2,-2,-9
503,-1,-2,-9
504,-1,-2,-9
505,-1,-2,-8
506,-1,-2,-8
507,-1,-2,-8
508,-1,-1,-8
509,-1,-2,-8
510,-1,-1,-8
511,-1,-1,-8
512,-1,-1,-9
513,-1,-1,-9
514,-1,-1,-9
515,-1,-1,-10
516,0,-1,-10
517,0,-1,-10
518,0,-1,-10
519,0,-1,-10
520,0,-1,-9
521,1,-1,-9
522,1,-1,-10
523,1,-1,-10
524,1,-2,-10
525,1,-2,-10
526,1,-3,-10
527,1,-4,-10
528,1,-4,-11
529,0,-4,-11
530,1,-4,-11
531,1,-4,-11
532,1,-4,-10
533,1,-3,-10
534,0,-3,-10
535,0,-3,-10
536,0,-4,-10
537,0,-4,-11
538,0,-3,-11
539,0,-3,-12
540,0,-4,-12
541,0,-4,-13
542,0,-4,-13
543,0,-3,-13
544,-1,-3,-13
545,0,-3,-13
546,0,-3,-13
547,0,-3,-13
548,-1,-3,-13
549,-1,-4,-13
550,-1,-3,-13
551,-1,-2,-13
552,-1,-2,-13
553,0,-2,-13
554,0,-2,-12
555,-1,-2,-12
556,-2,-2,-12
557,-2,-2,-11
558,-2,-2,-11
559,-1,-2,-11
560,-1,-2,-10
561,-1,-2,-10
562,-1,-2,-9
563,-1,-2,-9
564,-1,-2,-8
565,-2,-2,-8
566,-2,-1,-8
567,-2,-1,-9
568,-2,-2,-9
569,-3,-2,-9
570,-2,-2,-9
571,-2,-2,-10
572,-2,-2,-10
573,-2,-2,-10
574,-1,-2,-10
575,-1,-3,-10
576,-1,-3,-10
577,0,-3,-10
578,0,-3,-11
579,0,-3,-12
580,-1,-3,-12
581,-1,-3,-13
582,-1,-2,-13
583,-1,-2,-12
584,-1,-2,-12
585,-1,-2,-11
586,0,-2,-11
587,0,-2,-11
588,0,-2,-11
589,0,-2,-10
590,0,-2,-10
591,0,-2,-10
592,0,-2,-10
593,0,-3,-10
594,1,-3,-10
595,1,-3,-11
596,2,-3,-11
597,2,-4,-11
598,2,-4,-11
599,2,-4,-11
600,2,-4,-12
601,2,-5,-12
602,2,-4,-12
603,2,-4,-13
604,2,-5,-13
605,2,-5,-13
606,2,-5,-13
607,2,-5,-14
608,3,-5,-14
609,3,-4,-14
610,3,-4,-13
611,4,-4,-13
612,3,-4,-13
613,3,-4,-13
614,2,-4,-13
615,2,-5,-13
616,2,-5,-12
617,2,-5,-12
618,2,-5,-12
619,2,-4,-12
620,2,-3,-12
621,2,-2,-12
622,3,-2,-12
623,3,-2,-11
624,3,-2,-11
625,4,-2,-11
626,4,-3,-11
627,3,-3,-11
628,4,-3,-11
629,4,-3,-11
630,4,-3,-11
631,3,-3,-11
632,3,-3,-12
633,2,-3,-12
634,2,-3,-12
635,2,-3,-13
636,3,-3,-13
637,2,-3,-13
638,2,-2,-13
639,2,-2,-12
640,2,-2,-12
641,2,-3,-12
642,1,-3,-12
643,1,-3,-12
644,1,-3,-12
645,1,-3,-12
646,1,-3,-11
647,1,-3,-11
648,1,-4,-11
649,1,-4,-11
650,1,-3,-11
651,1,-3,-12
652,2,-3,-12
653,2,-3,-11
654,2,-3,-11
655,2,-3,-11
656,2,-4,-11
657,2,-4,-10
658,2,-3,-10
659,1,-3,-10
660,2,-3,-10
661,2,-3,-9
662,2,-3,-8
663,2,-3,-8
664,3,-3,-8
665,4,-3,-8
666,4,-3,-9
667,4,-3,-9
668,4,-3,-9
669,4,-2,-9
670,4,-2,-9
671,4,-2,-9
672,4,-2,-8
673,4,-1,-8
674,4,0,-8
675,5,0,-8
676,6,0,-8
677,7,0,-8
678,7,0,-8
679,7,-1,-8
680,7,-1,-9
681,7,-1,-9
682,7,-1,-9
683,7,-1,-8
684,7,-1,-9
685,7,-1,-9
686,7,-2,-9
687,7,-3,-9
688,7,-3,-9
689,7,-4,-9
690,7,-4,-9
691,7,-4,-9
692,7,-4,-10
693,7,-3,-10
694,7,-3,-10
695,7,-3,-10
696,6,-3,-10
697,6,-3,-11
698,6,-3,-11
699,6,-3,-11
700,6,-3,-11
701,5,-3,-11
702,5,-2,-11
703,6,-2,-11
704,6,-2,-11
705,6,-2,-11
706,6,-2,-11
707,6,-3,-11
708,5,-3,-11
709,5,-3,-11
710,5,-3,-12
711,5,-3,-12
712,6,-3,-12
713,7,-3,-12
714,7,-2,-12
715,7,-3,-12
716,6,-3,-12
717,6,-3,-12
718,5,-3,-12
719,5,-4,-12
720,5,-4,-12
721,5,-4,-12
722,5,-3,-12
723,6,-3,-12
724,7,-3,-12
725,7,-4,-12
726,8,-4,-12
727,8,-4,-13
728,8,-4,-12
729,8,-4,-12
730,8,-3,-12
731,8,-3,-12
732,8,-4,-12
733,8,-4,-12
734,8,-4,-11
735,8,-4,-10
736,8,-4,-10
737,8,-4,-11
738,8,-4,-11
739,8,-4,-11
740,8,-5,-11
741,7,-5,-11
742,6,-5,-11
743,5,-5,-11
744,5,-5,-11
745,6,-5,-11
746,6,-5,-10
747,6,-6,-10
748,6,-6,-10
749,6,-6,-10
750,6,-6,-11
751,6,-6,-10
752,5,-6,-10
753,5,-6,-10
754,6,-6,-10
755,7,-6,-10
756,7,-5,-10
757,7,-5,-11
758,8,-5,-11
759,8,-5,-11
760,8,-6,-11
761,8,-7,-11
762,8,-7,-10
763,8,-8,-10
764,8,-8,-10
765,8,-8,-10
766,8,-8,-11
767,8,-8,-11
768,8,-8,-11
769,8,-7,-11
770,8,-6,-11
771,9,-6,-11
772,10,-6,-11
773,10,-5,-11
774,10,-5,-12
775,10,-4,-12
776,10,-3,-12
777,10,-3,-12
778,10,-3,-12
779,10,-3,-13
780,10,-2,-13
781,10,-2,-14
782,10,-1,-14
783,11,-1,-14
784,11,0,-14
785,11,0,-13
786,11,0,-14
787,11,0,-14
788,10,0,-14
789,10,-1,-14
790,10,-1,-14
791,10,-1,-14
792,10,-1,-13
793,10,-1,-13
794,10,0,-13
795,10,0,-14
796,10,0,-14
797,10,0,-13
798,10,0,-13
799,10,0,-13
800,9,0,-13
801,9,-1,-13
802,10,-1,-13
803,10,-1,-13
804,10,-2,-13
805,10,-2,-12
806,9,-2,-12
807,9,-3,-12
808,9,-3,-13
809,9,-3,-13
810,9,-3,-13
811,9,-4,-13
812,8,-4,-13
813,8,-4,-13
814,8,-4,-14
815,8,-4,-15
816,9,-4,-15
817,9,-5,-15
818,8,-5,-15
819,8,-5,-15
820,8,-5,-14
821,8,-4,-14
822,8,-5,-14
823,8,-6,-14
824,8,-6,-13
825,9,-6,-13
826,9,-7,-13
827,9,-7,-14
828,9,-7,-14
829,9,-7,-14
830,9,-7,-14
831,8,-7,-14
832,8,-6,-14
833,8,-7,-14
834,8,-7,-14
835,8,-7,-13
836,7,-7,-13
837,7,-7,-13
838,6,-7,-13
839,6,-7,-13
840,6,-7,-13
841,6,-7,-13
842,7,-7,-13
843,7,-7,-13
844,6,-7,-13
845,6,-7,-14
846,6,-7,-14
847,6,-7,-14
848,6,-7,-15
849,6,-7,-14
850,5,-7,-14
851,5,-7,-15
852,5,-7,-15
853,6,-7,-15
854,5,-7,-15
855,5,-7,-14
856,5,-6,-14
857,5,-5,-14
858,5,-5,-14
859,5,-5,-14
860,4,-5,-14
861,3,-5,-14
862,3,-5,-14
863,3,-5,-14
864,4,-5,-14
865,4,-4,-14
866,4,-3,-14
867,3,-3,-14
868,3,-3,-14
869,3,-3,-15
870,3,-3,-14
871,2,-3,-14
872,2,-3,-15
873,1,-3,-15
874,1,-2,-15
875,1,-2,-15
876,1,-2,-16
877,1,-2,-17
878,1,-3,-17
879,1,-3,-16
880,1,-3,-16
881,1,-2,-16
882,1,-2,-16
883,1,-2,-15
884,1,-2,-15
885,1,-3,-15
886,2,-3,-15
887,2,-4,-15
888,2,-3,-15
889,1,-3,-15
890,2,-3,-15
891,2,-4,-15
892,2,-4,-15
893,2,-4,-15
894,2,-4,-15
895,2,-4,-15
896,2,-4,-14
897,2,-5,-14
898,2,-5,-14
899,2,-4,-14
900,2,-4,-14
901,2,-4,-14
902,2,-5,-14
903,2,-5,-14
904,2,-5,-14
905,2,-5,-14
906,2,-5,-15
907,2,-5,-14
908,3,-5,-14
909,4,-5,-14
910,4,-5,-14
911,4,-5,-13
912,4,-5,-12
913,4,-4,-12
914,4,-4,-12
915,4,-4,-12
916,3,-4,-12
917,3,-4,-13
918,4,-4,-13
919,4,-4,-12
920,3,-4,-12
921,3,-4,-12
922,3,-4,-12
923,3,-3,-12
924,3,-3,-11
925,3,-3,-11
926,2,-3,-11
927,2,-3,-12
928,2,-3,-12
929,2,-3,-13
930,3,-3,-13
931,3,-3,-14
932,3,-3,-14
933,3,-3,-14
934,4,-3,-14
935,3,-3,-14
936,3,-2,-14
937,3,-2,-14
938,2,-2,-14
939,1,-2,-14
940,1,-2,-13
941,1,-2,-13
942,1,-2,-12
943,0,-2,-12
944,0,-1,-12
945,0,0,-12
946,0,0,-12
947,0,1,-12
948,0,1,-12
949,0,1,-12
950,1,1,-12
951,1,1,-12
952,0,1,-12
953,0,2,-12
954,-1,2,-12
955,-1,2,-12
956,-1,2,-12
957,-1,3,-12
958,-1,3,-12
959,-1,3,-13
960,-2,3,-13
961,-2,2,-13
962,-2,2,-13
963,-2,2,-14
964,-3,2,-14
965,-3,3,-14
966,-3,3,-14
967,-3,3,-14
968,-3,2,-14
969,-3,1,-14
970,-4,1,-14
971,-4,1,-14
972,-5,1,-14
973,-5,1,-14
974,-5,1,-14
975,-5,2,-14
976,-5,2,-14
977,-5,2,-14
978,-5,2,-14
979,-5,3,-14
980,-4,3,-14
981,-3,3,-14
982,-3,3,-14
983,-3,3,-14
984,-2,3,-14
985,-2,3,-15
986,-2,3,-15
987,-2,3,-15
988,-2,3,-14
989,-2,3,-13
990,-2,3,-13
991,-2,3,-13
992,-2,4,-13
993,-2,4,-12
994,-2,4,-12
995,-2,5,-12
996,-2,5,-12
997,-2,5,-13
998,-3,5,-13
999,-3,5,-13
1000,-3,5,-12
1001,-3,4,-12
1002,-2,4,-12
1003,-1,4,-12
1004,-1,4,-12
1005,-1,4,-12
1006,-1,4,-12
1007,-2,4,-12
1008,-2,4,-11
1009,-2,5,-11
1010,-2,5,-12
1011,-2,5,-12
1012,-2,5,-11
1013,-1,5,-11
1014,-1,5,-11
1015,0,5,-11
1016,0,4,-11
1017,0,4,-11
1018,0,3,-11
1019,0,3,-12
1020,0,2,-12
1021,0,2,-12
1022,0,2,-12
1023,0,3,-12
1024,0,4,-12
1025,0,4,-12
1026,0,3,-12
1027,0,3,-13
1028,0,2,-13
1029,0,2,-14
1030,0,2,-14
1031,0,3,-14
1032,0,3,-14
1033,0,3,-14
1034,0,3,-15
1035,0,3,-15
1036,-1,3,-15
1037,-1,3,-15
1038,0,3,-15
1039,0,4,-15
1040,0,4,-15
1041,0,4,-15
1042,1,4,-15
1043,0,4,-15
1044,0,5,-15
1045,-1,5,-15
1046,-1,5,-16
1047,0,5,-16
1048,0,5,-15
1049,0,5,-15
1050,0,5,-15
1051,0,5,-15
1052,0,5,-15
1053,0,4,-15
1054,-1,4,-15
1055,-1,4,-16
1056,-1,4,-16
1057,0,4,-16
1058,1,4,-16
1059,0,4,-16
1060,-1,4,-16
1061,-1,4,-15
1062,-1,5,-15
1063,-1,5,-15
1064,-1,5,-15
1065,0,5,-15
1066,0,5,-15
1067,-1,5,-15
1068,-1,5,-14
1069,-1,4,-14
1070,0,4,-14
1071,-1,4,-14
1072,0,4,-14
1073,0,4,-14
1074,0,4,-14
1075,0,4,-13
1076,0,4,-13
1077,0,4,-13
1078,-1,4,-13
1079,-1,4,-12
1080,-1,4,-11
1081,-1,5,-11
1082,-1,6,-11
1083,-1,5,-11
1084,-1,5,-11
1085,-1,5,-11
1086,-2,5,-11
1087,-2,5,-12
1088,-2,4,-12
1089,-2,4,-12
1090,-2,4,-12
1091,-1,4,-12
1092,-1,4,-12
1093,-1,4,-12
1094,-1,4,-12
1095,-1,3,-12
1096,-1,4,-12
1097,0,4,-12
1098,0,4,-12
1099,-1,4,-12
1100,-1,4,-11
1101,-1,3,-11
1102,-2,3,-11
1103,-2,3,-11
1104,-2,3,-11
1105,-2,4,-11
1106,-3,4,-11
1107,-4,4,-11
1108,-5,4,-11
1109,-6,4,-11
1110,-6,4,-12
1111,-6,4,-12
1112,-6,4,-12
1113,-6,4,-12
1114,-6,4,-12
1115,-6,4,-12
1116,-7,4,-12
1117,-7,4,-11
1118,-6,4,-11
1119,-6,4,-11
1120,-6,5,-11
1121,-7,5,-11
1122,-7,5,-12
1123,-7,6,-12
1124,-7,6,-13
1125,-7,6,-14
1126,-8,6,-14
1127,-9,6,-14
1128,-9,6,-14
1129,-9,7,-14
1130,-9,7,-14
1131,-9,7,-14
1132,-9,7,-14
1133,-8,7,-14
1134,-8,7,-14
1135,-8,7,-14
1136,-9,7,-14
1137,-9,6,-14
1138,-9,6,-14
1139,-8,6,-14
1140,-8,6,-13
1141,-8,6,-13
1142,-8,6,-13
1143,-8,6,-12
1144,-9,6,-12
1145,-9,6,-11
1146,-9,6,-10
1147,-8,6,-10
1148,-7,6,-10
1149,-7,6,-9
1150,-8,6,-9
1151,-8,7,-9
1152,-8,7,-9
1153,-9,7,-9
1154,-9,8,-9
1155,-8,8,-9
1156,-8,8,-9
1157,-8,8,-9
1158,-8,7,-9
1159,-8,7,-9
1160,-8,7,-9
1161,-8,7,-8
1162,-8,7,-8
1163,-8,7,-9
1164,-8,7,-8
1165,-8,7,-9
1166,-8,6,-9
1167,-8,6,-9
1168,-8,6,-9
1169,-9,6,-9
1170,-9,7,-9
1171,-9,7,-10
1172,-9,7,-10
1173,-9,6,-10
1174,-9,5,-10
1175,-9,4,-10
1176,-9,4,-10
1177,-9,3,-10
1178,-9,3,-10
1179,-9,3,-10
1180,-9,3,-11
1181,-9,4,-11
1182,-9,4,-11
1183,-9,4,-11
1184,-9,4,-11
1185,-8,4,-11
1186,-8,3,-11
1187,-8,3,-12
1188,-8,3,-12
1189,-7,3,-12
1190,-8,3,-12
1191,-8,2,-12
1192,-8,2,-11
1193,-8,2,-10
1194,-8,1,-10
1195,-8,0,-10
1196,-9,0,-10
1197,-9,-1,-10
1198,-9,0,-10
1199,-9,0,-11
1200,-9,1,-11
1201,-9,1,-11
1202,-8,1,-11
1203,-9,1,-11
1204,-9,1,-10
1205,-9,2,-10
1206,-9,2,-10
1207,-9,3,-10
1208,-9,3,-10
1209,-10,3,-10
1210,-10,3,-11
1211,-9,3,-11
1212,-9,2,-11
1213,-9,2,-12
1214,-9,2,-12
1215,-8,2,-12
1216,-8,2,-12
1217,-8,3,-12
1218,-8,2,-12
1219,-8,3,-12
1220,-8,3,-12
1221,-8,4,-12
1222,-8,4,-12
1223,-7,4,-12
1224,-7,5,-12
1225,-7,5,-12
1226,-7,4,-12
1227,-8,4,-12
1228,-8,4,-11
1229,-7,4,-11
1230,-7,4,-11
1231,-7,3,-11
1232,-7,3,-12
1233,-7,3,-12
1234,-6,3,-12
1235,-6,3,-12
1236,-7,3,-12
1237,-7,3,-12
1238,-7,3,-12
1239,-7,3,-12
1240,-7,3,-13
1241,-7,3,-13
1242,-7,2,-13
1243,-7,1,-13
1244,-7,1,-13
1245,-7,1,-13
1246,-8,1,-13
1247,-8,2,-13
1248,-9,2,-13
1249,-8,2,-13
1250,-8,2,-13
1251,-8,2,-13
1252,-8,3,-13
1253,-8,4,-13
1254,-8,5,-13
1255,-8,5,-13
1256,-8,5,-13
1257,-8,5,-14
1258,-8,5,-14
1259,-8,4,-14
1260,-8,4,-14
1261,-8,4,-14
1262,-8,4,-14
1263,-8,4,-13
1264,-8,3,-13
1265,-8,3,-14
1266,-8,3,-14
1267,-8,3,-14
1268,-8,3,-14
1269,-8,3,-14
1270,-8,2,-14
1271,-8,1,-14
1272,-8,1,-14
1273,-7,1,-14
1274,-7,0,-14
1275,-7,0,-14
1276,-7,-1,-14
1277,-7,-1,-13
1278,-7,-1,-13
1279,-8,-1,-13
1280,-8,-1,-13
1281,-8,-1,-13
1282,-7,-1,-13
1283,-8,-1,-13
1284,-8,-1,-13
1285,-8,-2,-13
1286,-8,-2,-13
1287,-7,-2,-13
1288,-7,-2,-13
1289,-7,-2,-12
1290,-7,-2,-11
1291,-6,-2,-11
1292,-6,-2,-11
1293,-6,-2,-11
1294,-6,-1,-11
1295,-6,-2,-11
1296,-6,-2,-10
1297,-5,-2,-10
1298,-5,-2,-11
1299,-5,-2,-12
1300,-5,-2,-12
1301,-5,-1,-12
1302,-5,-1,-13
1303,-5,-1,-14
1304,-4,-1,-14
1305,-4,-1,-14
1306,-4,-1,-14
1307,-4,-1,-15
1308,-4,-1,-15
1309,-3,-1,-15
1310,-3,-1,-14
1311,-3,-1,-14
1312,-3,-1,-15
1313,-3,-1,-15
1314,-3,-1,-15
1315,-3,-1,-15
1316,-3,0,-15
1317,-3,0,-15
1318,-3,1,-15
1319,-3,1,-15
1320,-3,1,-15
1321,-3,1,-16
1322,-4,1,-16
1323,-4,1,-16
1324,-4,0,-16
1325,-5,0,-16
1326,-5,-1,-16
1327,-6,-1,-16
1328,-6,-1,-17
1329,-6,-1,-16
1330,-5,-1,-16
1331,-5,-1,-16
1332,-5,-1,-16
1333,-5,0,-16
1334,-6,0,-16
1335,-6,0,-16
1336,-6,-1,-16
1337,-6,-2,-16
1338,-7,-2,-16
1339,-8,-2,-16
1340,-9,-2,-16
1341,-9,-3,-16
1342,-9,-3,-16
1343,-9,-3,-16
1344,-8,-3,-16
1345,-8,-3,-16
1346,-8,-3,-16
1347,-7,-3,-16
1348,-6,-3,-16
1349,-5,-3,-16
1350,-6,-3,-16
1351,-6,-3,-17
1352,-7,-3,-17
1353,-7,-3,-16
1354,-8,-3,-16
1355,-8,-3,-15
1356,-9,-3,-15
1357,-9,-3,-15
1358,-9,-3,-15
1359,-9,-3,-14
1360,-9,-3,-13
1361,-9,-3,-12
1362,-9,-3,-12
1363,-10,-3,-12
1364,-10,-3,-12
1365,-10,-3,-12
1366,-10,-3,-13
1367,-10,-3,-14
1368,-10,-3,-14
1369,-10,-3,-14
1370,-10,-3,-15
1371,-10,-3,-15
1372,-11,-3,-15
1373,-11,-3,-15
1374,-11,-3,-15
1375,-11,-3,-15
1376,-11,-4,-15
1377,-11,-4,-15
1378,-11,-5,-15
1379,-10,-5,-15
1380,-10,-4,-15
1381,-10,-3,-15
1382,-10,-3,-15
1383,-10,-3,-16
1384,-9,-3,-16
1385,-9,-3,-16
1386,-9,-3,-16
1387,-9,-3,-16
