step,x,y,z
216,6,3,2
217,6,3,2
218,6,3,2
219,6,3,1
220,6,3,2
221,6,4,2
222,6,3,2
223,6,2,2
224,6,3,2
225,6,3,1
226,5,3,1
227,5,3,1
228,6,3,1
229,6,3,1
230,6,2,1
231,5,2,1
232,4,2,1
233,4,2,2
234,4,2,2
235,5,2,2
236,5,2,2
237,5,2,1
238,5,1,1
239,5,1,1
240,6,1,1
241,6,1,1
242,6,1,1
243,6,1,1
244,6,0,1
245,6,0,0
246,6,0,0
247,7,0,0
248,7,0,0
249,7,-1,0
250,7,0,0
251,7,0,0
252,7,0,0
253,6,0,0
254,7,0,0
255,7,-1,0
256,7,-1,0
257,7,-1,-1
258,6,-1,-1
259,6,-1,0
260,7,-1,0
261,6,-1,0
262,6,0,0
263,5,0,0
264,5,0,0
265,5,-1,0
266,5,-1,0
267,5,-1,1
268,5,-1,1
269,5,-1,1
270,5,-1,1
271,5,-1,1
272,5,-1,0
273,5,-1,0
274,5,-1,0
275,6,-1,0
276,5,-1,0
277,4,-1,0
278,4,-1,0
279,3,-1,0
280,3,-1,-1
281,3,-1,-1
282,4,-1,-1
283,4,-1,-1
284,3,-1,-1
285,3,-1,-2
286,3,-1,-3
287,3,-1,-4
288,3,-2,-4
289,3,-2,-4
290,3,-2,-4
291,4,-2,-4
292,4,-2,-5
293,3,-2,-5
294,3,-2,-6
295,3,-2,-6
296,3,-2,-5
297,3,-1,-5
298,2,-1,-5
299,2,-1,-6
300,2,-1,-7
301,3,-1,-7
302,4,-1,-7
303,3,-1,-7
304,3,-1,-7
305,3,-1,-7
306,3,-1,-7
307,4,-1,-7
308,4,-1,-8
309,4,-1,-7
310,4,0,-7
311,4,0,-7
312,4,-1,-7
313,4,-1,-7
314,4,-1,-7
315,4,-1,-7
316,4,-1,-7
317,4,-1,-7
318,4,-2,-7
319,3,-2,-7
320,3,-1,-7
321,2,-1,-7
322,2,-2,-7
323,2,-2,-6
324,1,-2,-6
325,1,-1,-6
326,1,-1,-7
327,1,0,-7
328,1,0,-7
329,1,1,-7
330,1,1,-7
331,1,1,-8
332,1,1,-8
333,1,1,-8
334,2,1,-8
335,3,1,-8
336,4,1,-8
337,4,1,-8
338,5,1,-8
339,4,1,-8
340,4,1,-8
341,4,1,-8
342,4,0,-8
343,3,0,-8
344,3,0,-9
345,3,-1,-9
346,3,-1,-10
347,3,-1,-9
348,3,-1,-9
349,3,-1,-10
350,3,-1,-10
351,3,-1,-9
352,2,-1,-9
353,2,-1,-9
354,2,-1,-8
355,3,-1,-8
356,3,-1,-8
357,3,-1,-8
358,3,-1,-8
359,3,-2,-8
360,4,-2,-8
361,4,-1,-8
362,3,-1,-8
363,2,-1,-8
364,1,-1,-8
365,1,-1,-8
366,1,-1,-9
367,1,-1,-9
368,1,-1,-10
369,1,-1,-11
370,1,-1,-11
371,1,-1,-11
372,1,-1,-12
373,2,-1,-12
374,2,-1,-12
375,2,-1,-12
376,2,-1,-13
377,2,-1,-14
378,2,0,-14
379,2,0,-14
380,2,0,-13
381,1,0,-13
382,1,0,-13
383,2,0,-13
384,2,0,-14
385,3,0,-14
386,3,-1,-14
387,4,-1,-14
388,4,-1,-14
389,4,-1,-15
390,4,-1,-16
391,3,-1,-16
392,3,-1,-16
393,3,-1,-17
394,3,-1,-17
395,3,-1,-17
396,4,-1,-17
397,3,-1,-17
398,3,-2,-17
399,3,-2,-17
400,3,-2,-16
401,3,-2,-16
402,3,-2,-16
403,3,-1,-16
404,3,-1,-16
405,3,-1,-16
406,3,-1,-16
407,3,0,-16
408,2,0,-16
409,2,0,-15
410,2,0,-14
411,1,0,-14
412,1,0,-14
413,1,0,-13
414,1,0,-13
415,1,0,-13
416,1,0,-13
417,1,0,-13
418,1,0,-12
419,1,0,-11
420,1,-1,-11
421,1,-2,-11
422,1,-2,-11
423,1,-2,-11
424,1,-2,-12
425,0,-2,-12
426,0,-3,-12
427,0,-4,-12
428,0,-4,-12
429,0,-5,-12
430,0,-6,-12
431,0,-5,-12
432,0,-5,-11
433,0,-5,-10
434,1,-5,-10
435,1,-5,-9
436,1,-5,-9
437,2,-5,-9
438,2,-5,-8
439,2,-5,-8
440,2,-5,-8
441,2,-5,-7
442,1,-5,-7
443,1,-5,-7
444,1,-5,-7
445,1,-5,-7
446,0,-5,-7
447,0,-5,-7
448,0,-5,-7
449,0,-5,-7
450,0,-6,-7
451,0,-6,-8
452,0,-7,-8
453,0,-7,-9
454,0,-6,-9
455,0,-5,-9
456,0,-5,-10
457,0,-5,-10
458,-1,-5,-10
459,-1,-5,-11
460,-1,-5,-10
461,-1,-5,-10
462,-1,-5,-10
463,-1,-5,-10
464,-1,-6,-10
465,-1,-6,-10
466,-1,-6,-9
467,-1,-6,-8
468,-1,-6,-7
469,-1,-5,-7
470,-1,-5,-8
471,-1,-5,-8
472,-1,-4,-8
473,-1,-4,-7
474,0,-4,-7
475,0,-4,-7
476,0,-4,-8
477,1,-4,-8
478,1,-4,-8
479,1,-5,-8
480,0,-5,-8
481,0,-5,-8
482,0,-5,-9
483,0,-5,-9
484,0,-5,-8
485,0,-5,-8
486,0,-5,-9
487,0,-5,-9
488,-1,-5,-9
489,-1,-5,-9
490,-1,-4,-9
491,-1,-4,-10
492,-1,-5,-10
493,-2,-5,-10
494,-2,-5,-10
495,-2,-5,-10
496,-2,-4,-10
497,-2,-3,-10
498,-2,-3,-10
499,-2,-2,-10
500,-2,-2,-11
501,-2,-2,-10
502,-2,-2,-9
503,-1,-2,-9
504,-1,-2,-9
505,-1,-2,-8
506,-1,-2,-8
507,-1,-2,-8
508,-1,-1,-8
509,-1,-2,-8
510,-1,-1,-8
511,-1,-1,-8
512,-1,-1,-9
513,-1,-1,-9
514,-1,-1,-9
515,-1,-1,-10
516,0,-1,-10
517,0,-1,-10
518,0,-1,-10
519,0,-1,-10
520,0,-1,-9
521,1,-1,-9
522,1,-1,-10
523,1,-1,-10
524,1,-2,-10
525,1,-2,-10
526,1,-3,-10
527,1,-4,-10
528,1,-4,-11
529,0,-4,-11
530,1,-4,-11
531,1,-4,-11
532,1,-4,-10
533,1,-3,-10
534,0,-3,-10
535,0,-3,-10
536,0,-4,-10
537,0,-4,-11
538,0,-3,-11
539,0,-3,-12
540,0,-4,-12
541,0,-4,-13
542,0,-4,-13
543,0,-3,-13
544,-1,-3,-13
545,0,-3,-13
546,0,-3,-13
547,0,-3,-13
548,-1,-3,-13
549,-1,-4,-13
550,-1,-3,-13
551,-1,-2,-13
552,-1,-2,-13
553,0,-2,-13
554,0,-2,-12
555,-1,-2,-12
556,-2,-2,-12
557,-2,-2,-11
558,-2,-2,-11
559,-1,-2,-11
560,-1,-2,-10
561,-1,-2,-10
562,-1,-2,-9
563,-1,-2,-9
564,-1,-2,-8
565,-2,-2,-8
566,-2,-1,-8
567,-2,-1,-9
568,-2,-2,-9
569,-3,-2,-9
570,-2,-2,-9
571,-2,-2,-10
572,-2,-2,-10
573,-2,-2,-10
574,-1,-2,-10
575,-1,-3,-10
576,-1,-3,-10
577,0,-3,-10
578,0,-3,-11
579,0,-3,-12
580,-1,-3,-12
581,-1,-3,-13
582,-1,-2,-13
583,-1,-2,-12
584,-1,-2,-12
585,-1,-2,-11
586,0,-2,-11
587,0,-2,-11
588,0,-2,-11
589,0,-2,-10
590,0,-2,-10
591,0,-2,-10
592,0,-2,-10
593,0,-3,-10
594,1,-3,-10
595,1,-3,-11
596,2,-3,-11
597,2,-4,-11
598,2,-4,-11
599,2,-4,-11
600,2,-4,-12
601,2,-5,-12
602,2,-4,-12
603,2,-4,-13
604,2,-5,-13
605,2,-5,-13
606,2,-5,-13
607,2,-5,-14
608,3,-5,-14
609,3,-4,-14
610,3,-4,-13
611,4,-4,-13
612,3,-4,-13
613,3,-4,-13
614,2,-4,-13
615,2,-5,-13
616,2,-5,-12
617,2,-5,-12
618,2,-5,-12
619,2,-4,-12
620,2,-3,-12
621,2,-2,-12
622,3,-2,-12
623,3,-2,-11
624,3,-2,-11
625,4,-2,-11
626,4,-3,-11
627,3,-3,-11
628,4,-3,-11
629,4,-3,-11
630,4,-3,-11
631,3,-3,-11
632,3,-3,-12
633,2,-3,-12
634,2,-3,-12
635,2,-3,-13
636,3,-3,-13
637,2,-3,-13
638,2,-2,-13
639,2,-2,-12
640,2,-2,-12
641,2,-3,-12
642,1,-3,-12
643,1,-3,-12
644,1,-3,-12
645,1,-3,-12
646,1,-3,-11
647,1,-3,-11
648,1,-4,-11
649,1,-4,-11
650,1,-3,-11
651,1,-3,-12
652,2,-3,-12
653,2,-3,-11
654,2,-3,-11
655,2,-3,-11
656,2,-4,-11
657,2,-4,-10
658,2,-3,-10
659,1,-3,-10
660,2,-3,-10
661,2,-3,-9
662,2,-3,-8
663,2,-3,-8
664,3,-3,-8
665,4,-3,-8
666,4,-3,-9
667,4,-3,-9
668,4,-3,-9
669,4,-2,-9
670,4,-2,-9
671,4,-2,-9
672,4,-2,-8
673,4,-1,-8
674,4,0,-8
675,5,0,-8
676,6,0,-8
677,7,0,-8
678,7,0,-8
679,7,-1,-8
680,7,-1,-9
681,7,-1,-9
682,7,-1,-9
683,7,-1,-8
684,7,-1,-9
685,7,-1,-9
686,7,-2,-9
687,7,-3,-9
688,7,-3,-9
689,7,-4,-9
690,7,-4,-9
691,7,-4,-9
692,7,-4,-10
693,7,-3,-10
694,7,-3,-10
695,7,-3,-10
696,6,-3,-10
697,6,-3,-11
698,6,-3,-11
699,6,-3,-11
700,6,-3,-11
701,5,-3,-11
702,5,-2,-11
703,6,-2,-11
704,6,-2,-11
705,6,-2,-11
706,6,-2,-11
707,6,-3,-11
708,5,-3,-11
709,5,-3,-11
710,5,-3,-12
711,5,-3,-12
712,6,-3,-12
713,7,-3,-12
714,7,-2,-12
715,7,-3,-12
716,6,-3,-12
717,6,-3,-12
718,5,-3,-12
719,5,-4,-12
720,5,-4,-12
721,5,-4,-12
722,5,-3,-12
723,6,-3,-12
724,7,-3,-12
725,7,-4,-12
726,8,-4,-12
727,8,-4,-13
728,8,-4,-12
729,8,-4,-12
730,8,-3,-12
731,8,-3,-12
732,8,-4,-12
733,8,-4,-12
734,8,-4,-11
735,8,-4,-10
736,8,-4,-10
737,8,-4,-11
738,8,-4,-11
739,8,-4,-11
740,8,-5,-11
741,7,-5,-11
742,6,-5,-11
743,5,-5,-11
744,5,-5,-11
745,6,-5,-11
746,6,-5,-10
747,6,-6,-10
748,6,-6,-10
749,6,-6,-10
750,6,-6,-11
751,6,-6,-10
752,5,-6,-10
753,5,-6,-10
754,6,-6,-10
755,7,-6,-10
756,7,-5,-10
757,7,-5,-11
758,8,-5,-11
759,8,-5,-11
760,8,-6,-11
761,8,-7,-11
762,8,-7,-10
763,8,-8,-10
764,8,-8,-10
765,8,-8,-10
766,8,-8,-11
767,8,-8,-11
768,8,-8,-11
769,8,-7,-11
770,8,-6,-11
771,9,-6,-11
772,10,-6,-11
773,10,-5,-11
774,10,-5,-12
775,10,-4,-12
776,10,-3,-12
777,10,-3,-12
778,10,-3,-12
779,10,-3,-13
780,10,-2,-13
781,10,-2,-14
782,10,-1,-14
783,11,-1,-14
784,11,0,-14
785,11,0,-13
786,11,0,-14
787,11,0,-14
788,10,0,-14
789,10,-1,-14
790,10,-1,-14
791,10,-1,-14
792,10,-1,-13
793,10,-1,-13
794,10,0,-13
795,10,0,-14
796,10,0,-14
797,10,0,-13
798,10,0,-13
799,10,0,-13
800,9,0,-13
801,9,-1,-13
802,10,-1,-13
803,10,-1,-13
804,10,-2,-13
805,10,-2,-12
806,9,-2,-12
807,9,-3,-12
808,9,-3,-13
809,9,-3,-13
810,9,-3,-13
811,9,-4,-13
812,8,-4,-13
813,8,-4,-13
814,8,-4,-14
815,8,-4,-15
816,9,-4,-15
817,9,-5,-15
818,8,-5,-15
819,8,-5,-15
820,8,-5,-14
821,8,-4,-14
822,8,-5,-14
823,8,-6,-14
824,8,-6,-13
825,9,-6,-13
826,9,-7,-13
827,9,-7,-14
828,9,-7,-14
829,9,-7,-14
830,9,-7,-14
831,8,-7,-14
832,8,-6,-14
833,8,-7,-14
834,8,-7,-14
835,8,-7,-13
836,7,-7,-13
837,7,-7,-13
838,6,-7,-13
839,6,-7,-13
840,6,-7,-13
841,6,-7,-13
842,7,-7,-13
843,7,-7,-13
844,6,-7,-13
845,6,-7,-14
846,6,-7,-14
847,6,-7,-14
848,6,-7,-15
849,6,-7,-14
850,5,-7,-14
851,5,-7,-15
852,5,-7,-15
853,6,-7,-15
854,5,-7,-15
855,5,-7,-14
856,5,-6,-14
857,5,-5,-14
858,5,-5,-14
859,5,-5,-14
860,4,-5,-14
861,3,-5,-14
862,3,-5,-14
863,3,-5,-14
864,4,-5,-14
865,4,-4,-14
866,4,-3,-14
867,3,-3,-14
868,3,-3,-14
869,3,-3,-15
870,3,-3,-14
871,2,-3,-14
872,2,-3,-15
873,1,-3,-15
874,1,-2,-15
875,1,-2,-15
876,1,-2,-16
877,1,-2,-17
878,1,-3,-17
879,1,-3,-16
880,1,-3,-16
881,1,-2,-16
882,1,-2,-16
883,1,-2,-15
884,1,-2,-15
885,1,-3,-15
886,2,-3,-15
887,2,-4,-15
888,2,-3,-15
889,1,-3,-15
890,2,-3,-15
891,2,-4,-15
892,2,-4,-15
893,2,-4,-15
894,2,-4,-15
895,2,-4,-15
896,2,-4,-14
897,2,-5,-14
898,2,-5,-14
899,2,-4,-14
900,2,-4,-14
901,2,-4,-14
902,2,-5,-14
903,2,-5,-14
904,2,-5,-14
905,2,-5,-14
906,2,-5,-15
907,2,-5,-14
908,3,-5,-14
909,4,-5,-14
910,4,-5,-14
911,4,-5,-13
912,4,-5,-12
913,4,-4,-12
914,4,-4,-12
915,4,-4,-12
916,3,-4,-12
917,3,-4,-13
918,4,-4,-13
919,4,-4,-12
920,3,-4,-12
921,3,-4,-12
922,3,-4,-12
923,3,-3,-12
924,3,-3,-11
925,3,-3,-11
926,2,-3,-11
927,2,-3,-12
928,2,-3,-12
929,2,-3,-13
930,3,-3,-13
931,3,-3,-14
932,3,-3,-14
933,3,-3,-14
934,4,-3,-14
935,3,-3,-14
936,3,-2,-14
937,3,-2,-14
938,2,-2,-14
939,1,-2,-14
940,1,-2,-13
941,1,-2,-13
942,1,-2,-12
943,0,-2,-12
944,0,-1,-12
945,0,0,-12
946,0,0,-12
947,0,1,-12
948,0,1,-12
949,0,1,-12
950,1,1,-12
951,1,1,-12
952,0,1,-12
953,0,2,-12
954,-1,2,-12
955,-1,2,-12
956,-1,2,-12
957,-1,3,-12
958,-1,3,-12
959,-1,3,-13
960,-2,3,-13
961,-2,2,-13
962,-2,2,-13
963,-2,2,-14
964,-3,2,-14
965,-3,3,-14
966,-3,3,-14
967,-3,3,-14
968,-3,2,-14
969,-3,1,-14
970,-4,1,-14
971,-4,1,-14
972,-5,1,-14
973,-5,1,-14
974,-5,1,-14
975,-5,2,-14
976,-5,2,-14
977,-5,2,-14
978,-5,2,-14
979,-5,3,-14
980,-4,3,-14
981,-3,3,-14
982,-3,3,-14
983,-3,3,-14
984,-2,3,-14
985,-2,3,-15
986,-2,3,-15
987,-2,3,-15
988,-2,3,-14
989,-2,3,-13
990,-2,3,-13
991,-2,3,-13
992,-2,4,-13
993,-2,4,-12
994,-2,4,-12
995,-2,5,-12
996,-2,5,-12
997,-2,5,-13
998,-3,5,-13
999,-3,5,-13
1000,-3,5,-12
